SUMMARY,DATE,AGENT,server_name
Process : java is running successfully,2023-01-07 5:08:32,Application,Application_server_108
CHRONY : process is running successfully,2023-01-07 5:13:48,linux_ix86,linux_ix86_server_150
Process : java is running successfully,2023-01-07 5:18:30,Application,Application_server_340
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-07 5:23:25,linux_ix86,linux_ix86_server_135
system: Processor Queue Length is 0,2023-01-07 5:28:17,ms_win,ms_win_server_81
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-07 5:32:56,Application,Application_server_6
Current memory usage percentage is 60%,2023-01-07 5:37:50,Application,Application_server_52
Process : nbsvcmon is running successfully,2023-01-07 5:42:09,Application,Application_server_113
Process : nbrmms is running successfully,2023-01-07 5:46:51,Application,Application_server_56
Filesystem:  / is 80 full,2023-01-07 5:51:59,linux_ix86,linux_ix86_server_117
Filesystem:  / is 80 full,2023-01-07 5:56:44,linux_ix86,linux_ix86_server_138
Process : P84xConnectorService is running successfully,2023-01-07 6:01:39,Application,Application_server_115
Filesystem:  / is 75 full,2023-01-07 6:06:43,linux_ix86,linux_ix86_server_12
Process : nbrmms is running successfully,2023-01-07 6:11:47,Application,Application_server_521
Filesystem:  / is 70 full,2023-01-07 6:16:47,linux_ix86,linux_ix86_server_109
Process : java is running successfully,2023-01-07 6:22:09,Application,Application_server_35
Total CPU Utilization = 50%,2023-01-07 6:27:12,Application,Application_server_123
Filesystem:  / is 90 full,2023-01-07 6:32:16,linux_ix86,linux_ix86_server_46
CHRONY : process is running successfully,2023-01-07 6:37:05,linux_ix86,linux_ix86_server_9
Current memory usage percentage is 80%,2023-01-07 6:42:09,Application,Application_server_392
"System:  Warning, system may have been rebooted.",2023-01-07 6:47:10,linux_ix86,linux_ix86_server_114
CHRONY : process is running successfully,2023-01-07 6:52:10,linux_ix86,linux_ix86_server_114
Process : java is running successfully,2023-01-07 6:57:00,Application,Application_server_489
Process : java is running successfully,2023-01-07 7:02:06,Application,Application_server_275
Process : nbrmms is running successfully,2023-01-07 7:07:38,Application,Application_server_271
Process : nbsvcmon is running successfully,2023-01-07 7:12:13,Application,Application_server_117
Total CPU Utilization = 55%,2023-01-07 7:16:51,Application,Application_server_198
CHRONY : process is running successfully,2023-01-07 7:21:37,linux_ix86,linux_ix86_server_106
Total CPU Utilization = 65%,2023-01-07 7:27:01,Application,Application_server_80
Total CPU Utilization = 50%,2023-01-07 7:31:39,Application,Application_server_149
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-07 7:36:27,Application,Application_server_195
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-07 7:41:22,linux_ix86,linux_ix86_server_150
Process : nbsl is running successfully,2023-01-07 7:45:58,Application,Application_server_201
CHRONY : process is running successfully,2023-01-07 7:51:04,linux_ix86,linux_ix86_server_99
Process : nbsvcmon is running successfully,2023-01-07 7:56:16,Application,Application_server_127
Process : nbsl is running successfully,2023-01-07 8:01:02,Application,Application_server_463
*CP01*nodeagent is missing,2023-01-07 8:06:11,websphere,websphere_server_31
Process : nbrmms is running successfully,2023-01-07 8:11:17,Application,Application_server_202
Process : nbrmms is running successfully,2023-01-07 8:16:25,Application,Application_server_524
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-07 8:21:13,dell-idrac,dell-idrac_server_50
Total CPU Utilization = 50%,2023-01-07 8:25:52,Application,Application_server_292
Process : TaskRoutingService is running successfully,2023-01-07 8:31:11,Application,Application_server_26
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-07 8:35:59,linux_ix86,linux_ix86_server_133
[MAN] The PERC1 battery is high.,2023-01-07 8:41:08,dell-idrac,dell-idrac_server_15
Filesystem:  / is 80 full,2023-01-07 8:46:06,linux_ix86,linux_ix86_server_35
system: Processor Queue Length is 0,2023-01-07 8:51:34,ms_win,ms_win_server_39
Service: masvc is Stopped,2023-01-07 8:56:36,ms_win,ms_win_server_74
Total CPU Utilization = 60%,2023-01-07 9:01:55,Application,Application_server_101
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-07 9:06:49,linux_ix86,linux_ix86_server_125
splunkd is running successfully,2023-01-07 9:11:30,Application,Application_server_378
Process : nbsvcmon is running successfully,2023-01-07 9:16:09,Application,Application_server_371
Total CPU Utilization = 60%,2023-01-07 9:21:11,Application,Application_server_290
CHRONY : process is running successfully,2023-01-07 9:26:29,linux_ix86,linux_ix86_server_8
Process : nbrmms is running successfully,2023-01-07 9:31:34,Application,Application_server_144
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-07 9:36:43,dell-idrac,dell-idrac_server_27
Process : TaskRoutingService is running successfully,2023-01-07 9:42:01,Application,Application_server_49
Process : nbsl is running successfully,2023-01-07 9:46:54,Application,Application_server_225
Process : java is running successfully,2023-01-07 9:51:49,Application,Application_server_209
Process : nbsl is not running,2023-01-07 9:56:51,Application,Application_server_398
Filesystem:  / is 95 full,2023-01-07 10:02:16,linux_ix86,linux_ix86_server_37
Process : nbsl is running successfully,2023-01-07 10:07:06,Application,Application_server_521
system: Processor Queue Length is 0,2023-01-07 10:11:46,ms_win,ms_win_server_81
system: Processor Queue Length is 0,2023-01-07 10:16:43,ms_win,ms_win_server_20
Process : nbrmms is running successfully,2023-01-07 10:21:33,Application,Application_server_367
Process : TaskRoutingService is running successfully,2023-01-07 10:26:58,Application,Application_server_462
Process : java is running successfully,2023-01-07 10:31:48,Application,Application_server_53
Process : nbrmms is running successfully,2023-01-07 10:37:17,Application,Application_server_388
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-07 10:42:19,Application,Application_server_116
Process : TaskRoutingService is running successfully,2023-01-07 10:46:49,Application,Application_server_416
Process : P84xConnectorService is running successfully,2023-01-07 10:51:45,Application,Application_server_154
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-07 10:57:05,Application,Application_server_100
Process : nbsl is running successfully,2023-01-07 11:01:33,Application,Application_server_455
Total CPU Utilization = 60%,2023-01-07 11:06:33,Application,Application_server_404
system: Processor Queue Length is 0,2023-01-07 11:11:36,ms_win,ms_win_server_62
Process : P84xConnectorService is running successfully,2023-01-07 11:16:05,Application,Application_server_86
Process : P84xConnectorService is running successfully,2023-01-07 11:21:03,Application,Application_server_408
Process : nbsvcmon is running successfully,2023-01-07 11:26:17,Application,Application_server_282
Process : java is running successfully,2023-01-07 11:31:05,Application,Application_server_514
Process : TaskRoutingService is running successfully,2023-01-07 11:35:34,Application,Application_server_62
Process : java is running successfully,2023-01-07 11:39:56,Application,Application_server_102
*CP01*nodeagent is missing,2023-01-07 11:45:28,websphere,websphere_server_30
Filesystem:  / is 100 full,2023-01-07 11:50:11,linux_ix86,linux_ix86_server_12
Filesystem:  / is 85 full,2023-01-07 11:55:08,linux_ix86,linux_ix86_server_142
Process : nbsvcmon is running successfully,2023-01-07 11:59:48,Application,Application_server_517
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-07 12:04:39,websphere,websphere_server_54
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-07 12:09:26,Application,Application_server_436
[MAN] The PERC1 battery is low.,2023-01-07 12:14:22,dell-idrac,dell-idrac_server_21
CHRONY : process is running successfully,2023-01-07 12:19:16,linux_ix86,linux_ix86_server_129
Process : TaskRoutingService is running successfully,2023-01-07 12:24:38,Application,Application_server_359
Filesystem:  / is 85 full,2023-01-07 12:29:33,linux_ix86,linux_ix86_server_46
Process : nbsl is running successfully,2023-01-07 12:34:50,Application,Application_server_322
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-07 12:39:54,linux_ix86,linux_ix86_server_50
CHRONY : process is running successfully,2023-01-07 12:45:07,linux_ix86,linux_ix86_server_141
Filesystem:  / is 85 full,2023-01-07 12:50:16,linux_ix86,linux_ix86_server_116
Current memory usage percentage is 60%,2023-01-07 12:55:22,Application,Application_server_117
Filesystem:  / is 80 full,2023-01-07 13:00:20,linux_ix86,linux_ix86_server_10
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-07 13:05:51,dell-idrac,dell-idrac_server_15
Process : P84xConnectorService is running successfully,2023-01-07 13:10:30,Application,Application_server_36
Service: masvc is running,2023-01-07 13:15:51,ms_win,ms_win_server_61
[MAN] The PERC1 battery is low.,2023-01-07 13:20:23,dell-idrac,dell-idrac_server_19
Process : nbsvcmon is running successfully,2023-01-07 13:25:28,Application,Application_server_445
Process : P84xConnectorService is running successfully,2023-01-07 13:29:57,Application,Application_server_136
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-07 13:35:53,linux_ix86,linux_ix86_server_79
Process : java is running successfully,2023-01-07 13:41:06,Application,Application_server_171
Process : nbrmms is running successfully,2023-01-07 13:46:14,Application,Application_server_262
Process : TaskRoutingService is running successfully,2023-01-07 13:51:28,Application,Application_server_179
CHRONY : process is running successfully,2023-01-07 13:56:48,linux_ix86,linux_ix86_server_69
Current memory usage percentage is 80%,2023-01-07 14:02:09,Application,Application_server_490
Filesystem:  / is 75 full,2023-01-07 14:07:01,linux_ix86,linux_ix86_server_15
Current memory usage percentage is 50%,2023-01-07 14:12:15,Application,Application_server_263
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-07 14:16:52,linux_ix86,linux_ix86_server_135
Current memory usage percentage is 60%,2023-01-07 14:21:43,Application,Application_server_73
splunkd is running successfully,2023-01-07 14:26:31,Application,Application_server_488
Process : nbsvcmon is running successfully,2023-01-07 14:31:51,Application,Application_server_176
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-07 14:36:26,websphere,websphere_server_33
CHRONY : process is running successfully,2023-01-07 14:41:21,linux_ix86,linux_ix86_server_104
system: Processor Queue Length is 0,2023-01-07 14:46:50,ms_win,ms_win_server_41
splunkd is running successfully,2023-01-07 14:51:53,Application,Application_server_353
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-07 14:56:55,websphere,websphere_server_19
splunkd is running successfully,2023-01-07 15:02:02,Application,Application_server_276
Current memory usage percentage is 70%,2023-01-07 15:06:28,Application,Application_server_294
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-07 15:11:03,linux_ix86,linux_ix86_server_83
Process : nbsl is running successfully,2023-01-07 15:16:00,Application,Application_server_523
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-07 15:21:35,linux_ix86,linux_ix86_server_34
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-07 15:26:30,linux_ix86,linux_ix86_server_132
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-07 15:31:16,websphere,websphere_server_46
Current memory usage percentage is 40%,2023-01-07 15:36:15,Application,Application_server_272
Process : nbsl is running successfully,2023-01-07 15:41:14,Application,Application_server_387
Process : java is running successfully,2023-01-07 15:46:14,Application,Application_server_464
CHRONY : process is running successfully,2023-01-07 15:51:02,linux_ix86,linux_ix86_server_9
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-07 15:56:23,Application,Application_server_331
CHRONY : process is running successfully,2023-01-07 16:01:12,linux_ix86,linux_ix86_server_17
Total CPU Utilization = 55%,2023-01-07 16:06:19,Application,Application_server_424
Process : nbsvcmon is running successfully,2023-01-07 16:11:32,Application,Application_server_425
Service: Domain Time Client is running,2023-01-07 16:16:05,ms_win,ms_win_server_46
Service: Domain Time Client is running,2023-01-07 16:20:33,ms_win,ms_win_server_93
Filesystem:  / is 80 full,2023-01-07 16:25:11,linux_ix86,linux_ix86_server_76
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-07 16:30:07,websphere,websphere_server_25
CHRONY : process is running successfully,2023-01-07 16:35:09,linux_ix86,linux_ix86_server_26
CHRONY : process is running successfully,2023-01-07 16:40:23,linux_ix86,linux_ix86_server_31
Process : TaskRoutingService is running successfully,2023-01-07 16:45:12,Application,Application_server_393
splunkd is running successfully,2023-01-07 16:50:01,Application,Application_server_152
splunkd is running successfully,2023-01-07 16:55:16,Application,Application_server_61
Filesystem:  / is 99 full,2023-01-07 17:00:58,linux_ix86,linux_ix86_server_130
Process : P84xConnectorService is running successfully,2023-01-07 17:06:19,Application,Application_server_144
splunkd is running successfully,2023-01-07 17:11:05,Application,Application_server_319
Process : P84xConnectorService is running successfully,2023-01-07 17:16:27,Application,Application_server_485
splunkd is running successfully,2023-01-07 17:20:51,Application,Application_server_295
Process : P84xConnectorService is running successfully,2023-01-07 17:26:02,Application,Application_server_411
Filesystem:  / is 70 full,2023-01-07 17:31:26,linux_ix86,linux_ix86_server_42
Filesystem:  / is 75 full,2023-01-07 17:36:42,linux_ix86,linux_ix86_server_139
[MAN] The PERC1 battery is medium.,2023-01-07 17:41:34,dell-idrac,dell-idrac_server_31
splunkd is running successfully,2023-01-07 17:46:51,Application,Application_server_48
Current memory usage percentage is 60%,2023-01-07 17:51:33,Application,Application_server_151
Process : java is running successfully,2023-01-07 17:56:38,Application,Application_server_290
Process : nbrmms is running successfully,2023-01-07 18:01:38,Application,Application_server_325
Current memory usage percentage is 75%,2023-01-07 18:03:38,Application,Application_server_283
Process : TaskRoutingService is running successfully,2023-01-07 18:06:44,Application,Application_server_486
Process : nbsvcmon is running successfully,2023-01-07 18:11:32,Application,Application_server_282
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-07 18:16:35,linux_ix86,linux_ix86_server_69
Current memory usage percentage is 80%,2023-01-07 18:19:35,Application,Application_server_283
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-07 18:21:28,Application,Application_server_242
Process : P84xConnectorService is running successfully,2023-01-07 18:26:31,Application,Application_server_361
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-07 18:31:36,Application,Application_server_49
Filesystem:  / is 75 full,2023-01-07 18:36:21,linux_ix86,linux_ix86_server_23
Service: enstart64 is running,2023-01-07 18:41:28,ms_win,ms_win_server_54
splunkd is running successfully,2023-01-07 18:46:28,Application,Application_server_265
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-07 18:51:11,linux_ix86,linux_ix86_server_25
CHRONY : process is running successfully,2023-01-07 18:56:35,linux_ix86,linux_ix86_server_126
[MAN] The PERC1 battery is medium.,2023-01-07 19:01:28,dell-idrac,dell-idrac_server_36
*CP01*nodeagent is missing,2023-01-07 19:06:30,websphere,websphere_server_6
Current memory usage percentage is 90%,2023-01-07 19:09:38,Application,Application_server_283
Process : nbrmms is running successfully,2023-01-07 19:11:04,Application,Application_server_11
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-07 19:16:38,linux_ix86,linux_ix86_server_162
Total CPU Utilization = 60%,2023-01-07 19:21:52,Application,Application_server_98
[MAN] The PERC1 battery is high.,2023-01-07 19:26:33,dell-idrac,dell-idrac_server_11
Process : TaskRoutingService is running successfully,2023-01-07 19:31:43,Application,Application_server_119
Filesystem:  / is 75 full,2023-01-07 19:36:35,linux_ix86,linux_ix86_server_141
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-07 19:41:17,websphere,websphere_server_12
Process : java is running successfully,2023-01-07 19:45:32,Application,Application_server_144
Process : nbsl is running successfully,2023-01-07 19:50:22,Application,Application_server_201
Process : java is running successfully,2023-01-07 19:55:00,Application,Application_server_443
Process : TaskRoutingService is running successfully,2023-01-07 19:59:26,Application,Application_server_507
Process : nbsl is running successfully,2023-01-07 20:04:25,Application,Application_server_6
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-07 20:09:16,Application,Application_server_271
Service: masvc is Stopped,2023-01-07 20:14:15,ms_win,ms_win_server_84
Current memory usage percentage is 95%,2023-01-07 20:18:45,Application,Application_server_283
Process : TaskRoutingService is running successfully,2023-01-07 20:23:46,Application,Application_server_305
Process : java is running successfully,2023-01-07 20:28:49,Application,Application_server_392
[MAN] The PERC1 battery is medium.,2023-01-07 20:33:22,dell-idrac,dell-idrac_server_31
Process : TaskRoutingService is running successfully,2023-01-07 20:38:25,Application,Application_server_82
[MAN] The PERC1 battery is medium.,2023-01-07 20:43:18,dell-idrac,dell-idrac_server_31
Filesystem:  / is 99 full,2023-01-07 20:48:10,linux_ix86,linux_ix86_server_147
Process : P84xConnectorService is running successfully,2023-01-07 20:52:53,Application,Application_server_158
Process : P84xConnectorService is running successfully,2023-01-07 20:57:36,Application,Application_server_346
Process : TaskRoutingService is running successfully,2023-01-07 21:03:11,Application,Application_server_406
Process : nbsvcmon is running successfully,2023-01-07 21:08:39,Application,Application_server_131
CHRONY : process is running successfully,2023-01-07 21:13:46,linux_ix86,linux_ix86_server_154
Process : TaskRoutingService is running successfully,2023-01-07 21:19:04,Application,Application_server_470
Total CPU Utilization = 55%,2023-01-07 21:24:00,Application,Application_server_517
Process : nbsvcmon is running successfully,2023-01-07 21:28:48,Application,Application_server_258
Process : nbsl is running successfully,2023-01-07 21:33:34,Application,Application_server_520
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-07 21:38:43,dell-idrac,dell-idrac_server_5
splunkd is running successfully,2023-01-07 21:43:59,Application,Application_server_519
Process : nbsvcmon is running successfully,2023-01-07 21:48:53,Application,Application_server_96
Service: syslog-ng Agent is running,2023-01-07 21:54:04,ms_win,ms_win_server_22
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-07 21:58:53,linux_ix86,linux_ix86_server_37
Current memory usage percentage is 80%,2023-01-07 22:03:57,Application,Application_server_446
Process : nbsvcmon is running successfully,2023-01-07 22:08:59,Application,Application_server_296
Process : nbsl is running successfully,2023-01-07 22:13:58,Application,Application_server_185
Process : P84xConnectorService is running successfully,2023-01-07 22:18:46,Application,Application_server_210
Process : P84xConnectorService is running successfully,2023-01-07 22:23:50,Application,Application_server_463
Process : nbrmms is running successfully,2023-01-07 22:28:54,Application,Application_server_131
Filesystem:  / is 70 full,2023-01-07 22:33:52,linux_ix86,linux_ix86_server_116
Process : java is running successfully,2023-01-07 22:38:56,Application,Application_server_258
Filesystem:  / is 75 full,2023-01-07 22:43:55,linux_ix86,linux_ix86_server_66
*CP01*nodeagent is missing,2023-01-07 22:49:03,websphere,websphere_server_31
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-07 22:53:48,dell-idrac,dell-idrac_server_2
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-07 22:58:41,linux_ix86,linux_ix86_server_17
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-07 23:03:19,linux_ix86,linux_ix86_server_163
Process : TaskRoutingService is running successfully,2023-01-07 23:08:15,Application,Application_server_480
splunkd is running successfully,2023-01-07 23:12:51,Application,Application_server_220
Total CPU Utilization = 65%,2023-01-07 23:17:59,Application,Application_server_457
Filesystem:  / is 80 full,2023-01-07 23:22:56,linux_ix86,linux_ix86_server_126
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - monitor procedure did not complete within the expected time.,2023-01-07 23:28:15,linux_ix86,linux_ix86_server_131
Process : nbrmms is running successfully,2023-01-07 23:33:29,Application,Application_server_193
Filesystem:  / is 80 full,2023-01-07 23:38:31,linux_ix86,linux_ix86_server_127
Process : java is running successfully,2023-01-07 23:43:13,Application,Application_server_356
Service: Domain Time Client is running,2023-01-07 23:48:12,ms_win,ms_win_server_101
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-07 23:53:03,dell-idrac,dell-idrac_server_24
Total CPU Utilization = 50%,2023-01-07 23:57:52,Application,Application_server_257
system: Processor Queue Length is 0,2023-01-08 0:02:40,ms_win,ms_win_server_87
*CP01*nodeagent is missing,2023-01-08 0:07:34,websphere,websphere_server_34
"[MAN] Log /var/log/messages temperature below threshold, cpu clock throttled (total events = 1083)",2023-01-08 0:11:56,linux_ix86,linux_ix86_server_96
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 0:17:10,Application,Application_server_127
CHRONY : process is running successfully,2023-01-08 0:22:40,linux_ix86,linux_ix86_server_36
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-08 0:27:56,websphere,websphere_server_19
Filesystem:  / is 70 full,2023-01-08 0:33:13,linux_ix86,linux_ix86_server_9
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-08 0:38:06,websphere,websphere_server_54
"[MAN] Log /var/log/messages .121242-05:00 serverabc123 smad: [ALERT ]: WARNING: Correctable Memory Error Threshold Exceeded (Processor 2, DIMM 8).",2023-01-08 0:43:24,linux_ix86,linux_ix86_server_26
system: Processor Queue Length is 0,2023-01-08 0:48:21,ms_win,ms_win_server_79
Filesystem:  / is 75 full,2023-01-08 0:53:17,linux_ix86,linux_ix86_server_65
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 0:58:02,Application,Application_server_265
Process : java is running successfully,2023-01-08 1:03:08,Application,Application_server_158
Filesystem:  / is 85 full,2023-01-08 1:07:55,linux_ix86,linux_ix86_server_33
Filesystem:  / is 70 full,2023-01-08 1:12:38,linux_ix86,linux_ix86_server_136
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 1:17:10,Application,Application_server_143
splunkd is running successfully,2023-01-08 1:21:45,Application,Application_server_91
Process : nbrmms is running successfully,2023-01-08 1:26:26,Application,Application_server_57
*CP01*nodeagent is missing,2023-01-08 1:30:43,websphere,websphere_server_8
Process : nbsl is running successfully,2023-01-08 1:36:02,Application,Application_server_144
Process : P84xConnectorService is running successfully,2023-01-08 1:40:44,Application,Application_server_487
Total CPU Utilization = 60%,2023-01-08 1:46:25,Application,Application_server_482
system: Processor Queue Length is 0,2023-01-08 1:51:23,ms_win,ms_win_server_37
Service: enstart64 is Stopped,2023-01-08 1:56:29,ms_win,ms_win_server_21
Total CPU Utilization = 65%,2023-01-08 2:01:40,Application,Application_server_183
Filesystem:  / is 80 full,2023-01-08 2:06:14,linux_ix86,linux_ix86_server_47
Filesystem:  / is 75 full,2023-01-08 2:11:36,linux_ix86,linux_ix86_server_129
Total CPU Utilization = 75%,2023-01-08 2:16:51,Application,Application_server_230
Service: masvc is running,2023-01-08 2:21:23,ms_win,ms_win_server_25
splunkd is running successfully,2023-01-08 2:26:29,Application,Application_server_275
Process : java is running successfully,2023-01-08 2:31:19,Application,Application_server_447
CHRONY : process is running successfully,2023-01-08 2:36:26,linux_ix86,linux_ix86_server_82
splunkd is running successfully,2023-01-08 2:41:30,Application,Application_server_198
system: Processor Queue Length is 0,2023-01-08 2:46:15,ms_win,ms_win_server_21
Process : P84xConnectorService is running successfully,2023-01-08 2:51:13,Application,Application_server_268
Process : nbrmms is running successfully,2023-01-08 2:55:59,Application,Application_server_267
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-08 3:01:37,linux_ix86,linux_ix86_server_77
[MAN] Log /var/log/messages NIC Link is Down.,2023-01-08 3:06:31,linux_ix86,linux_ix86_server_12
Process : nbsvcmon is running successfully,2023-01-08 3:11:07,Application,Application_server_448
Current memory usage percentage is 40%,2023-01-08 3:16:04,Application,Application_server_144
Service: syslog-ng Agent is running,2023-01-08 3:21:00,ms_win,ms_win_server_20
Process : nbsl is running successfully,2023-01-08 3:26:31,Application,Application_server_316
system: Processor Queue Length is 0,2023-01-08 3:30:45,ms_win,ms_win_server_51
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 3:35:45,Application,Application_server_28
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - monitor procedure did not complete within the expected time.,2023-01-08 3:40:45,linux_ix86,linux_ix86_server_106
Service: masvc is running,2023-01-08 3:45:48,ms_win,ms_win_server_100
Process : P84xConnectorService is running successfully,2023-01-08 3:50:46,Application,Application_server_233
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 3:55:18,Application,Application_server_142
CHRONY : process is running successfully,2023-01-08 4:00:31,linux_ix86,linux_ix86_server_80
Current memory usage percentage is 70%,2023-01-08 4:05:35,Application,Application_server_163
[MAN] The PERC1 battery is high.,2023-01-08 4:10:42,dell-idrac,dell-idrac_server_28
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-08 4:15:22,linux_ix86,linux_ix86_server_111
Service: Domain Time Client is running,2023-01-08 4:19:41,ms_win,ms_win_server_19
Service: enstart64 is running,2023-01-08 4:24:41,ms_win,ms_win_server_47
system: Processor Queue Length is 0,2023-01-08 4:29:58,ms_win,ms_win_server_43
CHRONY : process is running successfully,2023-01-08 4:34:56,linux_ix86,linux_ix86_server_100
Process : nbsvcmon is running successfully,2023-01-08 4:40:23,Application,Application_server_438
Process : nbsvcmon is running successfully,2023-01-08 4:45:16,Application,Application_server_154
Current memory usage percentage is 60%,2023-01-08 4:50:29,Application,Application_server_232
Filesystem:  / is 70 full,2023-01-08 4:55:05,linux_ix86,linux_ix86_server_17
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-08 5:00:22,websphere,websphere_server_30
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 5:05:40,Application,Application_server_262
Total CPU Utilization = 50%,2023-01-08 5:10:53,Application,Application_server_2
Process : P84xConnectorService is running successfully,2023-01-08 5:15:30,Application,Application_server_509
Filesystem:  / is 80 full,2023-01-08 5:20:41,linux_ix86,linux_ix86_server_61
splunkd is running successfully,2023-01-08 5:25:48,Application,Application_server_260
splunkd is running successfully,2023-01-08 5:30:11,Application,Application_server_360
system: Processor Queue Length is 0,2023-01-08 5:35:36,ms_win,ms_win_server_1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 5:40:16,Application,Application_server_434
Current memory usage percentage is 80%,2023-01-08 5:45:19,Application,Application_server_222
Process : nbrmms is running successfully,2023-01-08 5:50:41,Application,Application_server_305
Total CPU Utilization = 55%,2023-01-08 5:56:15,Application,Application_server_508
Process : nbsvcmon is running successfully,2023-01-08 6:00:57,Application,Application_server_36
Process : nbrmms is running successfully,2023-01-08 6:05:57,Application,Application_server_352
splunkd is running successfully,2023-01-08 6:10:57,Application,Application_server_162
splunkd is running successfully,2023-01-08 6:15:43,Application,Application_server_326
CHRONY : process is running successfully,2023-01-08 6:20:22,linux_ix86,linux_ix86_server_93
splunkd is running successfully,2023-01-08 6:25:08,Application,Application_server_52
